ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Trade_Flow,Scale,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
418,"China, P.R.: Macao",MO,MAC,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,68853985,52683318,44949042,54649198,40055977,64429223,28096856.393,52352940.968,45129244.856,46947574.578,47663075.625,51299981.967,64331804.33,93517649.29,64364886.834,60144138.738,51778991.91,53924114.467,52074635.509,53909213.544,92728403.477,136122360,80745872,112237754.233,122733435.124,90628742.576,111721075.026,255117079.731,227906851.952,258566800.842
419,"China, P.R.: Macao",MO,MAC,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,0.763132078796683,0.61220685917417,0.569295696449713,0.447825075965447,0.421868521327589,0.432505979938226,0.507145904120826,0.306108880086513,0.278603795102283,0.183340722861318,0.146357693965664,0.120571831825735,0.104604013188534,0.168895441689252,0.302170598160916,0.179153957226342,0.222765796456751,0.222379651525411,0.164533355447634,0.440824754781082,0.823777273830691,0.931609533724071,0.549434168486897
420,"China, P.R.: Macao",MO,MAC,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-50477981,-31895020,-21517788,-18440368,-11388563,-15146455,-20718853.425,-30640492.266,-28682965.696,-36081312.832,-37658950.253,-39994302.469,-51322052.356,-85446782.946,-46797728.158,-50559544.416,-36575481.578,-44210244.461,-44937884.765,-44289896.846,-82312472.587,-126080410,-80615982,-107961512.859,-113058678.822,-88709873.738,-109773207.178,-203255642.591,-219104987.996,-249284061.536
421,"China, P.R.: Macao",MO,MAC,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,-0.446636657386614,-0.3891026405733,-0.4375292291913,-0.353829920471665,-0.328895578461976,-0.34504075826646,-0.463377622516854,-0.222562345118136,-0.234205381413837,-0.129507643624407,-0.11999287318719,-0.104047642994129,-0.0859389452976623,-0.149923873299124,-0.279879021389826,-0.178865765311044,-0.214278453476395,-0.204850044105409,-0.161049715273378,-0.43313893215325,-0.656315834756608,-0.895630359312593,-0.529709075647197
422,"China, P.R.: Mainland",CN,CHN,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.488748303639952,0.576268493649388,0.640291797238515,0.659951337722971,0.64262001243405,0.771678387946871,0.887375564618838,1.01808370984705,1.03312649341433,1.18036553654988,1.35039440280655,1.29144803880241,1.45846324587179,1.49822850090675,1.40507254325631,1.39068596166232,1.32885989526913,1.31977046414454,1.27171254468525,1.24456886812433,1.25871185441493,1.29594695880219,1.21244579418573,1.30828714364368,1.27681677995087,1.42409272934087
423,"China, P.R.: Mainland",CN,CHN,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,1181752687,1701250781,2013439534,2609604961,3107007507,3949302451,5739075391,6392124686,7430112751,12190081517,20007130143,29348104573,38627163340,56121967203,76098649543,67845453536,99609893829,115107262191,115712178067,121828254023,126406288043,130930407113,118131984690,129702569612,141476042390,153637267372,165918354459,227585523486,203238475060,233797775172
424,"China, P.R.: Mainland",CN,CHN,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.21039377811262,0.232730459102418,0.233993471570902,0.272403986198633,0.303369184398686,0.362871904605814,0.476061635274919,0.479295860175631,0.506888039013032,0.735688846207129,1.02629850399655,1.28156579238792,1.40250786800816,1.57838624536513,1.66252991653696,1.33318049736754,1.65085672088807,1.53635876336207,1.35500950459593,1.2657575955678,1.20109650626699,1.17811953982745,1.05222295754944,1.05747342460033,1.02209194663674,1.07134477068197,1.1163508371663,1.28150000370251,1.13868404561841,1.32373025717757
425,"China, P.R.: Mainland",CN,CHN,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,1.69089921492779,2.0259443063008,2.30207701642466,2.39662685624165,2.28092094484811,2.77994906547073,3.37020557234461,3.8503540756487,3.98619006611932,4.60834871800274,5.32579544122548,5.64415337067023,6.31070176614815,6.06096403957965,5.64464175421605,5.51114859809837,5.39476138164896,5.74149679003868,5.52916772367572,5.68858731275865,5.65608951246173,6.14910253999669,6.38635218871162,6.75685460090966,5.63849406860767,6.83185575856364
426,"China, P.R.: Mainland",CN,CHN,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,8275618943,9272638950,9775827199,9336616855,9650211919,10449217041,13738976592,15995790165,22729989330,38158150961,59151982467,69696965827,80780532361,93900742742,104489571782,88139394751,116595922429,125941362057,127563105114,131252419498,129762493827,119651950438,108360508977,118045873106,125214466474,117359409257,117418879293,132043307202,93548025463,85763875745
427,"China, P.R.: Mainland",CN,CHN,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.47335288913808,1.26849347787278,1.13610550758723,0.974604082579892,0.942249708938829,0.960100507963651,1.13966087179275,1.19940025937138,1.55065745357904,2.30289896049885,3.03429780685224,3.04350991441158,2.93304820809526,2.64088463323894,2.28278740946055,1.73196162760503,1.93236991598941,1.68096357764954,1.49378589836202,1.36367173812472,1.23298674767733,1.07663532022637,0.965186655727066,0.96243562534469,0.90461038931732,0.818371685128831,0.790031124797954,0.743516090462865,0.524121449259916,0.485583052332101
428,"China, P.R.: Mainland",CN,CHN,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,6.87408837094052,6.3054202986145,6.10147472331537,6.56730487808488,7.69360956575054,9.23713880232242,10.5475755592546,10.5569085655578,10.2023091385285,9.81963683166928,9.23121525996159,8.77976224001519,8.36467087076472,7.23206748921265,7.01920570807457,6.73331445018271,6.61022201626972,7.47002755204061,6.81744140807513,6.44311014491135,5.86752209123405,5.67241331522167,5.69923152804997,4.92909168662293,3.44513038188291,3.34546612127406
429,"China, P.R.: Mainland",CN,CHN,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,9457371630,10973889731,11789266733,11946221816,12757219426,14398519492,19478051983,22387914851,30160102081,50348232478,79159112610,99045070400,119407695701,150022709945,180588221325,155984848287,216205816258,241048624248,243275283181,253080673521,256168781870,250582357551,226492493667,247748442718,266690508864,270996676629,283337233752,359628830688,296786500523,319561650917
430,"China, P.R.: Mainland",CN,CHN,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.6837466672507,1.50122393697519,1.37009897915813,1.24700806877852,1.24561889333751,1.32297241256946,1.61572250706766,1.67869611954701,2.05754549259208,3.03858780670598,4.0605963108488,4.32507570679951,4.33555607610342,4.21927087860408,3.94531732599751,3.06514212497257,3.58322663687748,3.21732234101161,2.84879540295795,2.62942933369251,2.43408325394432,2.25475486005382,2.01740961327651,2.01990904994502,1.92670233595406,1.8897164558108,1.90638196196425,2.02501609416538,1.66280549487832,1.80931330950967
431,"China, P.R.: Mainland",CN,CHN,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-7093866256,-7571388169,-7762387665,-6727011894,-6543204412,-6499914590,-7999901201,-9603665479,-15299876579,-25968069444,-39144852324,-40348861254,-42153369021,-37778775539,-28390922239,-20293941215,-16986028600,-10834099866,-11850927047,-9424165475,-3356205784,11278456675,9771475713,11656696506,16261575916,36277858115,48499475166,95542216284,109690449597,148033899427
432,"China, P.R.: Mainland",CN,CHN,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-1.26295911102546,-1.03576301877036,-0.902112036016324,-0.70220009638126,-0.638880524540143,-0.597228603357838,-0.663599236517827,-0.720104399195745,-1.04376941456601,-1.56721011429172,-2.00799930285569,-1.76194412202366,-1.53054034008711,-1.06249838787381,-0.62025749292359,-0.398781130237491,-0.281513195101339,-0.144604814287472,-0.138776393766091,-0.0979141425569229,-0.0318902414103339,0.101484219601082,0.0870363018223784,0.095037799255645,0.117481557319421,0.252973085553141,0.326319712368347,0.537983913239649,0.61456259635849,0.83814720484547
433,Colombia,CO,COL,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.101441925475347,0.104410688645702,0.101590491136764,0.131339329889936,0.147909660639239,0.137843034238987,0.142638299484768,0.145199186989159,0.143953568785628,0.182272162237092,0.14735579992946,0.140093296713509,0.120273910620476,0.0996357306873752,0.106035023558207,0.109437343890412,0.122083065675425,0.176981226255483,0.180165551552749,0.153950727388154,0.128408094040582,0.139722731387926,0.172406881310574,0.150430276972216,0.138833118522156,0.143679597663761
434,Colombia,CO,COL,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,27797673,34639905,30030977,42355417,38160414,42667136,47640054,57997911,60105408,62878922,87528590,113740649,129271421,202576611,215446762,199357412,203601540,224605963,253963434,253503986,270154355,274487616,245888876,262051825.58,241301529.54,261772852.8,282001628.38,321567439.05,350112074.13,341363559.16
435,Colombia,CO,COL,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.028462240935365,0.0313302972608195,0.0258596925049197,0.0332224182084718,0.0324148868043959,0.0413712700381358,0.0479903034465474,0.0594205391304285,0.0617399588238372,0.0668415828915519,0.0752077092270955,0.0781180623037466,0.0798993006397978,0.0982284716272431,0.0888423185696876,0.0857566819390252,0.071065604181927,0.0670534428593357,0.068510893711194,0.0663460266261495,0.0708619495770459,0.0935246766518427,0.0869727914005702,0.0840206709017456,0.0722190610698462,0.0810304985304059,0.104310470615221,0.100955281155233,0.101384820535142,0.0938801990989114
436,Colombia,CO,COL,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.350953795378056,0.36706889672057,0.365253991604893,0.476961477767526,0.524991809109026,0.496575542608956,0.541732735180524,0.54913783218138,0.555426939037528,0.711621662242078,0.581153806526014,0.612264705273858,0.520419545931366,0.403068410718354,0.425977807522182,0.433689187198182,0.495619598728059,0.769934750056414,0.783326040721133,0.70366709070111,0.57700868667494,0.662966486889926,0.908123950024658,0.776920811317447,0.613094789797173,0.689279754374983
437,Colombia,CO,COL,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,373130032,486888150,702257478,849294386,607470081,468940698,486811202,464014727,375282086,358581870,475887578,658826387,725980584,931139485,1275131445,1207375324,1226091325,1497816770,1696116617,1820644916,1977249379,1798812366,1282524241,1460999688.32,1647174110.09,1706489761.04,1545114912.57,2179363225.79,2716819357.28,2321851616.27
438,Colombia,CO,COL,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.38205057203905,0.440369292937451,0.604714340141528,0.666163038220099,0.516007869114633,0.454698254151155,0.490390235602136,0.475396523209234,0.385487784010446,0.381179877527364,0.4088997045538,0.452487665575201,0.448709703126664,0.451505275124423,0.525817297058825,0.519371216763666,0.427958063545809,0.447155408785606,0.457555890778658,0.476491742712479,0.518635895378934,0.612899581187248,0.453638713117984,0.468434721750919,0.492982236275216,0.528235508743726,0.571527422060101,0.684205552182149,0.786731630574838,0.638544701578383
439,Colombia,CO,COL,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,4.13856383722392,4.39926185408002,3.19684918366292,3.69886795344516,3.20415577513693,2.69740710109692,3.03833465227208,3.1996840314822,2.9406911845933,2.96221368945971,3.32179553176443,3.78778711303829,3.11351878531393,2.83330864726212,2.98848597034863,3.06602227208848,3.08838648294831,3.32872723911298,2.89604096222952,3.19629698418579,3.24141896287165,3.26476208083238,3.57800383625066,3.56696159755624,3.53274901740485,3.70819848022952
440,Colombia,CO,COL,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,400927705,521528055,732288455,891649803,645630495,511607834,534451256,522012638,435387494,421460792,563416168,772567036,855252005,1133716096,1490578207,1406732736,1429692865,1722422733,1950080051,2074148902,2247403734,2073299982,1528413117,1723051513.9,1888475639.63,1968262613.84,1827116540.95,2500930664.84,3066931431.41,2663215175.43
441,Colombia,CO,COL,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,0.410512812974415,0.47169959019827,0.630574032646448,0.699385456428571,0.548422755919029,0.496069524189291,0.538380539048683,0.534817062339663,0.447227742834283,0.448021460418916,0.484107413780896,0.530605727878947,0.528609003766462,0.549733746751667,0.614659615628513,0.605127898702692,0.499023667727736,0.514208851644942,0.526066784489852,0.542837769338628,0.58949784495598,0.706424257839091,0.540611504518554,0.552455392652665,0.565201297345062,0.609266007274131,0.675837892675322,0.785160833337382,0.88811645110998,0.732424900677294
442,Colombia,CO,COL,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-345332359,-452248245,-672226501,-806938969,-569309667,-426273562,-439171148,-406016816,-315176678,-295702948,-388358988,-545085738,-596709163,-728562874,-1059684683,-1008017912,-1022489785,-1273210807,-1442153183,-1567140930,-1707095024,-1524324750,-1036635365,-1198947862.74,-1405872580.55,-1444716908.24,-1263113284.19,-1857795786.74,-2366707283.15,-1980488057.11
443,Colombia,CO,COL,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.353588331103685,-0.409038995676631,-0.578854647636608,-0.632940620011627,-0.483592982310237,-0.413326984113019,-0.442399932155588,-0.415975984078806,-0.323747825186609,-0.314338294635812,-0.333691995326705,-0.374369603271454,-0.368810402486866,-0.35327680349718,-0.436974978489138,-0.433614534824641,-0.356892459363881,-0.38010196592627,-0.389044997067464,-0.410145716086329,-0.447773945801888,-0.519374904535405,-0.366665921717414,-0.384414050849173,-0.42076317520537,-0.44720501021332,-0.467216951444881,-0.583250271026916,-0.685346810039696,-0.544664502479471
444,"Comoros, Union of the",KM,COM,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,0.0478105549722168,0.00909945052328788,0.0651900514020526,,0.117367116099754,,,,,0.0489817606147251,0.0978327918350184,0.682330441783888,0.0012834283017,0.00984024844278322,0.36222808291219,0.376464257675855,0.0999660013144179,0.130765772288091,0.0413909582563334,0.0162434206227248,0.433767056950711,0.0345003506882506,0.0176174437602189,,
445,"Comoros, Union of the",KM,COM,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,195,1367,,19376,2616,19614,,27226,,,,,8643,55989.131,435584.766,1411.346,8377.196,248796.691,409991.973,71496.171,192563.04,77521.209,34041.455,1007745.171,42125.598,34219.674,,
446,"Comoros, Union of the",KM,COM,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,4.97491421028832e-05,0.000377275820838243,,0.0052085287668846,0.00077076763723911,0.00526467291879734,,0.00498013014288964,,,,,0.000944013654743824,0.00619103526945984,0.0479338270850019,0.000137973969634699,0.000824132793333122,0.0222888294914907,0.0356550755958851,0.00740028389393164,0.0190175199009605,0.00719748591532142,0.00288715661171991,0.0848237459554804,0.00345919084342627,0.00268793310765191,,
447,"Comoros, Union of the",KM,COM,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,0.168084014126193,0.0327157649092156,0.236739012438394,,0.422811639945745,,,,,0.193178257287601,0.427569104762242,2.95241168143963,0.00519200694638678,0.0395315370004075,1.43547346156221,1.52832879230623,0.434889620015678,0.568545061946991,0.189186863041781,0.072990685444369,2.0581691970849,0.181724734570258,0.0909880575574345,,
